level_0,index,society,price,sector,price_per_sqft,area,property_type,areaWithType,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,servant room,pooja room,study room,others,store room,furnishing_type,luxary_score
3243,3326,signature global solera,0.36,sector 107,5980.0,602.0,flat,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),602.0249269999999,598.0,546.0,2.0,2.0,1 ,7.0,North-West,relatively new,0,0,0,1,0,1,49
3244,3327,experion windchants,3.1,sector 112,20666.0,1500.0,flat,Carpet area: 1500 (139.35 sq.m.),,,1500.0,2.0,2.0,3 ,9.0,,relatively new,1,0,1,0,1,0,80
3245,3328,unitech sunbreeze,0.74,sector 69,5500.0,1345.0,flat,Super Built up area 1337(124.21 sq.m.),1336.984019,,,3.0,3.0,1 ,10.0,,under construction,1,0,0,0,0,1,60
3246,3329,dlf city plots phase 3,1.6,sector 24,29629.0,540.011475243849,house,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),,540.024863,500.0,8.0,5.0,3+ ,4.0,East,old property,0,0,0,0,0,1,8
3247,3330,indiabulls centrum park,1.2,sector 103,8432.0,1423.0,flat,Super Built up area 1423(132.2 sq.m.),1422.9875799999998,,,2.0,2.0,3 ,3.0,North-East,moderately old,0,0,0,0,0,1,26
3248,3331,microtek greenburg,1.45,sector 86,9797.0,1480.0,flat,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),,1480.0,1050.0,3.0,2.0,3 ,8.0,North-East,relatively new,0,0,0,0,0,2,72
3249,3332,conscient heritage max,1.75,sector 102,9011.0,1942.0,flat,Super Built up area 1942(180.42 sq.m.),1942.0228379999999,,,3.0,4.0,3+ ,13.0,North,relatively new,1,0,0,0,0,0,94
3250,3333,smart world gems,1.2,sector 89,8432.0,1423.0,flat,Carpet area: 1423 (132.2 sq.m.),,,1423.0,3.0,3.0,2 ,2.0,North-East,new Property,0,0,0,0,0,1,44
3251,3334,smart world gems,1.2,sector 89,8433.0,1423.0,flat,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),,1423.0,920.0,3.0,3.0,2 ,2.0,East,undefined,0,0,0,0,0,1,45
3252,3335,,0.6,sector 104,5128.0,1170.0468018720749,house,Plot area 130(108.7 sq.m.),,1170.0,,7.0,3.0,1 ,2.0,North,moderately old,0,0,0,0,0,1,0
3253,3337,supertech araville,0.8,sector 79,5266.0,1519.0,flat,Carpet area: 1519 (141.12 sq.m.),,,1519.0,2.0,2.0,2 ,12.0,,new Property,0,0,1,0,0,1,49
3254,3338,,0.89,sector 7,18658.0,477.00718190588486,house,Plot area 477(44.31 sq.m.),,477.0,,5.0,3.0,2 ,2.0,East,old property,0,0,0,0,0,1,8
3255,3339,unitech uniworld resorts,11.75,sector 33,23240.0,5055.938037865749,house,Plot area 502(419.74 sq.m.),,502.0,,5.0,7.0,3+ ,3.0,East,relatively new,1,0,0,0,0,1,80
3256,3340,parsvnath exotica,5.0,sector 53,17241.0,2900.0,flat,Carpet area: 2900 (269.42 sq.m.),,,2900.0,3.0,4.0,3 ,7.0,,old property,1,0,0,0,0,0,24
3257,3341,vatika inxt floors,0.75,sector 82a,7500.0,1000.0,flat,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),,1000.0,650.0,2.0,2.0,2 ,1.0,,undefined,0,0,0,0,0,1,0
3258,3343,dlf new town heights,1.54,sector 86,5786.0,2662.0,flat,Super Built up area 2364(219.62 sq.m.),2363.967718,,,4.0,4.0,3+ ,21.0,North-West,moderately old,1,1,1,0,0,1,80
3259,3344,m3m woodshire,0.75,sector 107,5490.0,1366.0,flat,Super Built up area 1366(126.91 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1366.046549,,1050.0,2.0,2.0,3+ ,14.0,West,relatively new,0,1,0,0,0,1,174
3260,3345,,1.34,sector 108,5000.0,2680.0,house,Built Up area: 2680 (248.98 sq.m.),,2680.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
3261,3346,vipul tatvam villa,8.2,sector 48,25309.0,3239.9541665020347,house,Plot area 360(301.01 sq.m.),,3240.0,,3.0,3.0,2 ,2.0,North,moderately old,1,1,1,0,0,2,160
3262,3347,shree vardhman flora,0.65,sector 90,4814.0,1350.0,flat,Super Built up area 1350(125.42 sq.m.),1350.0083379999999,,,2.0,2.0,3 ,10.0,North,moderately old,0,0,1,0,0,0,83
3263,3348,bptp astaire gardens,1.2,sector 70a,7058.0,1700.0,flat,Super Built up area 1700(157.94 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.),1700.050366,1450.0,,3.0,3.0,3+ ,2.0,,relatively new,0,0,0,0,0,2,38
3264,3349,ats triumph,2.0,sector 104,8733.0,2290.0,flat,Super Built up area 2290(212.75 sq.m.),2290.019725,,,3.0,4.0,3+ ,4.0,,relatively new,1,0,0,0,0,1,60
3265,3350,sare homes,1.19,sector 92,5219.0,2280.0,flat,Carpet area: 2280 (211.82 sq.m.),,,2280.0,4.0,3.0,3 ,14.0,North,relatively new,1,0,0,0,0,1,100
3266,3351,ireo the corridors,1.4,sector 67a,9433.0,1484.0,flat,Super Built up area 1484(137.87 sq.m.)Carpet area: 860 sq.ft. (79.9 sq.m.),1484.018893,,860.0,2.0,2.0,2 ,8.0,North,relatively new,0,0,1,1,0,1,90
3267,3352,shri ram apartments,0.36,sector 4,3789.0,950.0,flat,Carpet area: 950 (88.26 sq.m.),,,950.0,2.0,2.0,1 ,4.0,,relatively new,0,0,0,0,0,1,0
3268,3353,m3m woodshire,0.9,sector 107,6588.0,1366.0,flat,Super Built up area 1366(126.91 sq.m.),1366.046549,,,2.0,2.0,3+ ,14.0,,new Property,0,0,0,0,0,1,67
3269,3355,godrej frontier,1.1,sector 80,5705.0,1928.0,flat,Super Built up area 1928(179.12 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1391 sq.ft. (129.23 sq.m.),1928.0297679999999,1580.0,1391.0,3.0,3.0,3 ,8.0,North-West,moderately old,1,0,0,0,0,1,111
3270,3356,bestech park view grand spa,3.0,sector 81,9419.0,3185.0,flat,Super Built up area 3185(295.9 sq.m.),3185.0380099999998,,,4.0,5.0,2 ,6.0,South,relatively new,1,0,0,0,0,0,110
3271,3357,supertech hues,0.93,sector 68,8611.0,1080.0,flat,Carpet area: 1080 (100.34 sq.m.),,,1080.0,2.0,2.0,2 ,11.0,,undefined,0,0,0,0,0,1,0
3272,3358,dlf regal gardens,1.3,sector 90,7150.0,1818.0,flat,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1818.02271,1700.0,1400.0,3.0,3.0,3+ ,7.0,South,relatively new,0,0,0,0,0,1,141
3273,3359,m3m skywalk,1.4,sector 74,9831.0,1424.0,flat,Super Built up area 1424(132.29 sq.m.),1423.9563309999999,,,2.0,2.0,2 ,17.0,North-East,new Property,0,0,0,0,0,0,167
3274,3360,ats triumph,1.95,sector 104,8515.0,2290.0,flat,Carpet area: 2290 (212.75 sq.m.),,,2290.0,3.0,3.0,3+ ,3.0,,new Property,1,0,0,0,0,1,69
3275,3361,silverglades the melia,1.01,sohna road,7000.0,1443.0,flat,Super Built up area 1450(134.71 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),1450.004969,,950.0,2.0,2.0,3 ,12.0,,under construction,0,0,1,0,0,1,80
3276,3362,,5.1,sector 23,16569.0,3078.037298569618,house,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),,1125.0,900.0,3.0,2.0,0 ,1.0,East,old property,0,0,0,1,0,1,27
3277,3364,signature andour heights,0.65,sector 71,10172.0,639.0,flat,Super Built up area 639(59.37 sq.m.)Carpet area: 542 sq.ft. (50.35 sq.m.),639.052743,,542.0,2.0,2.0,1 ,10.0,South-West,relatively new,0,0,0,0,0,0,23
3278,3365,,4.75,sector 22,20068.0,2366.9523619693045,house,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),,2349.0,2331.0,7.0,5.0,3+ ,3.0,South-West,old property,0,1,0,1,0,0,49
3279,3366,tata primanti,4.25,sector 72,13076.0,3250.0,flat,Super Built up area 3250(301.93 sq.m.),3249.944327,,,4.0,4.0,3+ ,0.0,North,relatively new,1,0,0,0,0,0,174
3280,3367,la vida by tata housing,3.35,sector 113,16750.0,2000.0,flat,Super Built up area 2691(250 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2690.975,2200.0,2000.0,3.0,4.0,3+ ,12.0,North-East,new Property,1,0,1,0,0,1,174
3281,3368,satya the hermitage,3.15,sector 103,6702.0,4700.089525514772,house,Built Up area: 4700 (436.64 sq.m.),,4700.0,,4.0,5.0,0 ,12.0,East,undefined,0,0,0,0,0,1,61
3282,3369,raheja vedaanta,1.0,sector 108,4854.0,2060.0,flat,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),,2060.0,1890.0,2.0,2.0,2 ,0.0,North,undefined,0,0,0,0,0,1,0
3283,3370,conscient heritage max,1.75,sector 102,9062.0,1931.0,flat,Super Built up area 1931(179.4 sq.m.),1931.04366,,,3.0,4.0,3+ ,16.0,South,relatively new,1,0,0,0,0,0,134
3284,3372,tulip monsella,7.4,sector 53,33198.0,2229.0,flat,Carpet area: 2229 (207.08 sq.m.),,,2229.0,4.0,4.0,3 ,21.0,,under construction,0,0,0,0,0,1,35
3285,3373,mapsko mount ville,1.3,sector 79,8024.0,1620.0,flat,Super Built up area 1620(150.5 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),1619.96695,,867.24,3.0,3.0,2 ,6.0,West,relatively new,0,1,1,0,0,1,151
3286,3374,pivotal riddhi siddhi,0.5,sector 99,8517.0,587.0,flat,Carpet area: 587 (54.53 sq.m.),,,587.0,2.0,1.0,2 ,7.0,,new Property,0,0,0,0,0,1,24
3287,3375,godrej air,1.83,sector 85,10005.0,1829.0,flat,Carpet area: 1829 (169.92 sq.m.),,,1829.0,3.0,3.0,3+ ,18.0,,under construction,0,0,0,0,0,1,110
3288,3376,ansals palam vihar,5.0,sector 2,12500.0,4000.0,house,Built Up area: 4000 (371.61 sq.m.),,4000.0,,6.0,4.0,0 ,3.0,,undefined,0,0,0,0,0,1,0
3289,3377,eros rosewood city,4.05,sector 49,20769.0,1950.02166690741,house,Plot area 1710(158.86 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),,2000.0,1950.0,3.0,3.0,3 ,2.0,East,moderately old,1,0,0,0,1,1,46
3290,3378,sobha city,2.6,sector 108,15195.0,1711.0,flat,Super Built up area 1711(158.96 sq.m.),1711.029544,,,3.0,3.0,2 ,8.0,East,relatively new,0,0,0,0,0,1,99
3291,3379,orris carnation residency,0.88,sector 85,5952.0,1478.0,flat,Super Built up area 1485(137.96 sq.m.),1484.987644,,,3.0,3.0,1 ,1.0,South,relatively new,0,0,0,0,0,1,65
3292,3380,umang monsoon breeze,0.62,sector 78,5004.0,1239.0,flat,Super Built up area 1239(115.11 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),1239.0325289999998,1115.0,947.0,2.0,2.0,1 ,7.0,South,moderately old,0,0,0,0,1,1,111
3293,3381,godrej summit,1.35,sector 104,5014.0,2692.0,flat,Carpet area: 2692 (250.09 sq.m.),,,2692.0,4.0,5.0,3+ ,0.0,South-East,relatively new,1,1,1,0,1,1,88
3294,3382,eldeco accolade,0.96,sohna road,6571.0,1461.0,flat,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),1457.001504,,849.0,2.0,2.0,3+ ,14.0,East,relatively new,0,0,1,0,0,1,151
3295,3383,meditech apartment,2.45,sector 56,8166.0,3000.0,flat,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3000.0065689999997,2900.0,2800.0,4.0,4.0,3+ ,1.0,West,relatively new,0,0,0,1,0,0,118
3296,3384,m3m woodshire,1.49,sector 107,6310.0,2361.0,flat,Super Built up area 2361(219.34 sq.m.),2360.953826,,,3.0,4.0,3+ ,5.0,East,relatively new,1,0,0,0,1,0,174
3297,3385,m3m skywalk,1.48,sector 74,12333.0,1200.0,flat,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1399.952834,1300.0,1200.0,2.0,2.0,3 ,13.0,North-East,relatively new,0,0,0,0,1,1,158
3298,3386,emaar palm gardens,1.3,sector 83,11868.0,1095.0,flat,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),1719.9635809999997,,1095.3,3.0,3.0,3 ,16.0,North,relatively new,1,0,0,0,0,0,174
3299,3387,emaar palm gardens,1.76,sector 83,9263.0,1900.0,flat,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0436280000001,1600.0,1240.04,3.0,3.0,3 ,5.0,South-East,relatively new,1,0,0,0,0,0,174
3300,3388,unitech aspen greens,12.0,sector 50,37037.0,3240.00324000324,house,Plot area 360(301.01 sq.m.),,3240.0,,3.0,4.0,2 ,1.0,East,moderately old,1,0,1,0,0,0,101
3301,3389,chd avenue,1.15,sector 71,6526.0,1762.0,flat,Super Built up area 1762(163.7 sq.m.)Carpet area: 1339 sq.ft. (124.4 sq.m.),1762.0504299999998,,1339.0,3.0,3.0,2 ,15.0,East,moderately old,1,0,0,0,0,0,66
3302,3390,tulip violet,3.1,sector 69,9822.0,3156.0,flat,Super Built up area 3156(293.2 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3155.9754799999996,,2500.0,4.0,6.0,3+ ,14.0,North,relatively new,1,1,0,0,0,1,174
3303,3391,emaar gurgaon greens,1.45,sector 102,14179.0,1023.0,flat,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1649.9982309999998,,1022.58,3.0,3.0,3 ,10.0,North-East,relatively new,1,0,0,0,0,1,165
3304,3392,tulip violet,1.38,sector 69,8972.0,1538.0,flat,Carpet area: 1538 (142.88 sq.m.),,,1538.0,3.0,3.0,1 ,12.0,West,relatively new,0,0,0,0,0,1,174
3305,3393,satya the hermitage,0.99,sector 103,6655.0,1488.0,flat,Super Built up area 1991(184.97 sq.m.)Carpet area: 1495 sq.ft. (138.89 sq.m.),1990.9985829999998,,1495.0,3.0,4.0,3+ ,2.0,North-East,relatively new,1,1,0,0,0,1,174
3306,3394,sunischit apartments,1.75,sector 54,7954.0,2200.0,flat,Super Built up area 2200(204.39 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),2200.033521,1900.0,1700.0,3.0,4.0,3+ ,5.0,East,moderately old,1,0,0,0,0,0,83
3307,3395,,6.0,sector 2,24691.0,2430.035235510915,house,Plot area 270(225.75 sq.m.),,2430.0,,5.0,6.0,3+ ,3.0,East,old property,0,1,1,1,0,0,43
3308,3396,dlf city plots phase 2,4.25,sector 25,31481.0,1350.0206473746068,house,Plot area 150(125.42 sq.m.),,1350.0,,3.0,2.0,3 ,2.0,North,old property,0,0,1,0,0,1,35
3309,3397,supertech hues,0.82,sector 68,6950.0,1180.0,flat,Super Built up area 1180(109.63 sq.m.),1180.046357,,,2.0,2.0,3+ ,21.0,,under construction,0,0,0,1,0,1,72
3310,3398,godrej nature plus,1.2,sector 33,13369.0,898.0,flat,Carpet area: 76.44,,76.0,,2.0,2.0,0 ,11.0,,under construction,0,0,0,0,0,1,56
3311,3399,rattan garden,0.83,sector 7,17584.0,472.02001819836215,house,Carpet area: 472 (43.85 sq.m.),,,472.0,5.0,3.0,2 ,3.0,East,undefined,0,0,0,0,0,1,0
3312,3400,vatika city homes,0.8,sector 83,6060.0,1320.0,flat,Super Built up area 1320(122.63 sq.m.),1319.9770569999998,,,2.0,2.0,2 ,8.0,East,moderately old,0,0,0,0,1,1,22
3313,3401,hcbs sports ville,0.28,sohna road,3768.0,743.0,flat,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),,743.0,643.0,2.0,2.0,1 ,11.0,East,relatively new,0,0,0,0,0,1,38
3314,3402,,1.2,sector 23,6230.0,1926.163723916533,house,Plot area 214(178.93 sq.m.)Built Up area: 1500 sq.yards (1254.19 sq.m.),,13500.0,,3.0,2.0,2 ,3.0,,new Property,0,0,0,0,0,0,79
3315,3403,nirvana country,10.0,sector 50,14285.0,7000.350017500875,house,Built Up area: 7000 (650.32 sq.m.),,7000.0,,5.0,7.0,2 ,4.0,East,moderately old,1,0,0,0,0,2,0
3316,3404,,0.95,sohna road road,8920.0,1065.0224215246635,house,Plot area 1065(98.94 sq.m.),,1065.0,,10.0,10.0,3+ ,3.0,,new Property,0,0,0,0,0,1,0
3317,3405,experion windchants,3.75,sector 112,13383.0,2802.0,flat,Super Built up area 2802(260.31 sq.m.),2801.950809,,,3.0,5.0,3+ ,22.0,South-West,relatively new,1,0,0,0,0,0,49
3318,3406,greenopolis,0.7,sector 89,5397.0,1297.0168612191958,house,Built Up area: 1297 (120.5 sq.m.),,1297.0,,2.0,2.0,2 ,14.0,North-East,undefined,0,0,0,0,0,1,0
3319,3407,eldeco accolade,0.66,sohna road,5181.0,1274.0,flat,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),1264.004777,,730.0,2.0,2.0,3 ,12.0,North-West,relatively new,0,1,0,0,0,1,49
3320,3408,ats marigold,1.85,sector 89,8604.0,2150.0,flat,Super Built up area 2150(199.74 sq.m.),2149.981386,,,3.0,3.0,3+ ,12.0,South-West,new Property,1,0,0,0,0,1,37
3321,3409,shree vardhman victoria,1.1,sector 70,8461.0,1300.0,flat,Carpet area: 1300 (120.77 sq.m.),,,1300.0,2.0,2.0,2 ,8.0,North-East,relatively new,0,0,0,0,0,1,101
3322,3410,trisara our homes 3,0.21,sohna road,4339.0,484.0,flat,Built Up area: 484 (44.97 sq.m.),,484.0,,1.0,1.0,0 ,2.0,,undefined,0,0,0,0,0,1,0
3323,3411,vatika sovereign next,3.85,sector 82a,7500.0,5133.333333333333,house,Built Up area: 5140 (477.52 sq.m.),,5140.0,,5.0,6.0,3+ ,6.0,,undefined,0,0,0,0,0,1,53
3324,3412,aardhya homesh,1.85,sector 67a,8043.0,2300.0,flat,Carpet area: 2300 (213.68 sq.m.),,,2300.0,4.0,4.0,0 ,4.0,East,undefined,0,0,0,0,0,1,0
3325,3413,orris carnation residency,0.9,sector 85,6428.0,1400.0,flat,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1484.987644,1402.0,1400.0,3.0,3.0,2 ,12.0,,relatively new,0,0,0,0,0,1,120
3326,3414,ansal heights 86,1.25,sector 86,7396.0,1690.0,flat,Super Built up area 1690(157.01 sq.m.),1690.0399389999998,,,3.0,2.0,1 ,11.0,,new Property,0,0,0,0,0,1,45
3327,3415,capital residences 360,1.55,sector 70a,7844.0,1976.0,flat,Super Built up area 1976(183.58 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1976.036762,1600.0,1400.0,3.0,3.0,3 ,8.0,South,relatively new,1,1,1,1,0,1,42
3328,3417,experion windchants,5.6,sector 112,11529.0,4857.0,flat,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4856.994597,3662.34,,4.0,6.0,3+ ,15.0,North-East,moderately old,1,0,0,0,0,0,157
3329,3418,dlf new town heights,1.65,sector 90,6979.0,2364.0,flat,Super Built up area 2364(219.62 sq.m.),2363.967718,,,4.0,4.0,3+ ,15.0,South-East,moderately old,1,0,0,0,0,0,137
3330,3419,m3m urbana,0.95,sector 67,10895.0,872.0,flat,Built Up area: 826 (76.74 sq.m.),,826.0,,1.0,1.0,1 ,17.0,South-West,relatively new,0,0,0,0,0,1,49
3331,3420,dlf regency park,1.24,sector 28,12400.0,1000.0,flat,Super Built up area 1150(106.84 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1150.015076,1050.0,1000.0,2.0,2.0,3+ ,19.0,South,moderately old,0,1,0,0,0,0,157
3332,3421,the laburnum,11.0,sector 43,27160.0,4050.073637702504,house,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),,3240.0,3150.0,5.0,6.0,3+ ,3.0,East,new Property,1,1,0,0,0,0,160
3333,3422,adani m2k oyster grande,2.6,sector 102,10007.0,2598.0,flat,Super Built up area 2598(241.36 sq.m.),2597.974904,,,3.0,3.0,3 ,2.0,North-East,relatively new,1,0,1,0,1,1,118
3334,3423,,5.5,sector 46,23061.0,2384.97896882182,house,Plot area 265(221.57 sq.m.),,2385.0,,8.0,8.0,3+ ,3.0,,moderately old,0,0,1,1,0,0,32
3335,3424,kashish manor one,1.65,sector 111,7097.0,2325.0,flat,Super Built up area 2325(216 sq.m.),2325.0024,,,3.0,4.0,3+ ,14.0,,under construction,1,0,0,1,0,1,8
3336,3425,dlf the ultima,3.25,sector 81,11805.0,2753.0,flat,Super Built up area 2753(255.76 sq.m.),2752.9750639999997,,,4.0,4.0,3+ ,11.0,North-West,moderately old,1,0,0,0,0,1,28
3337,3426,signature global solera,0.28,sector 107,5623.0,498.0,flat,Carpet area: 489 (45.43 sq.m.),,,489.0,2.0,2.0,2 ,14.0,North-West,relatively new,0,0,0,0,0,1,38
3338,3427,international city by sobha phase 2,11.25,sector 109,25000.0,4500.0,house,Plot area 500(418.06 sq.m.),,4500.0,,7.0,5.0,3+ ,4.0,North-East,relatively new,1,1,1,0,0,1,42
3339,3428,sbtl caladium,1.7,sector 109,6679.0,2545.0,flat,Super Built up area 2545(236.44 sq.m.),2545.0165159999997,,,3.0,3.0,3+ ,9.0,North-East,relatively new,1,0,0,0,0,1,159
3340,3429,mvn athens,0.21,sohna road,4666.0,450.0,flat,Carpet area: 450 (41.81 sq.m.),,,450.0,1.0,1.0,1 ,11.0,,new Property,0,0,0,0,0,1,16
3341,3430,umang monsoon breeze,0.8,sector 78,4836.0,1654.0,flat,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),1653.9808739999999,1472.0,1310.0,3.0,2.0,2 ,7.0,South,moderately old,0,1,0,0,0,1,102
3342,3431,breez global hill view,0.35,sohna road,6315.0,554.0,flat,Carpet area: 554.16 (51.48 sq.m.),,,554.16,2.0,2.0,2 ,14.0,West,new Property,0,0,0,0,0,1,53
3343,3432,,8.5,sector 45,26235.0,3239.946636173051,house,Plot area 360(301.01 sq.m.),,3240.0,,5.0,4.0,2 ,1.0,North-East,moderately old,1,1,0,0,0,0,49
3344,3433,the close north,2.51,sector 50,11992.0,2093.0,flat,Super Built up area 2093(194.45 sq.m.),2093.0403549999996,,,3.0,3.0,3 ,11.0,North-East,moderately old,0,1,0,0,1,0,109
3345,3434,pareena coban residences,1.16,sector 99a,5808.0,1997.0,flat,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1420 sq.ft. (131.92 sq.m.),1997.026367,1790.0,1420.0,3.0,3.0,3 ,3.0,North-East,relatively new,1,0,0,1,0,1,49
3346,3435,,7.0,sector 41,28283.0,2474.98497330552,house,Plot area 275(229.94 sq.m.),,2475.0,,7.0,7.0,3+ ,3.0,South-West,moderately old,1,1,1,0,1,2,151
3347,3436,prime habitat,0.27,sector 99a,6049.0,446.0,flat,Carpet area: 448 (41.62 sq.m.),,,448.0,2.0,2.0,1 ,10.0,South,relatively new,0,0,0,0,0,1,67
3348,3437,ansal heights,2.75,sector 92,9793.0,2808.128254875932,house,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),,45000.0,,4.0,4.0,3+ ,3.0,,relatively new,0,1,1,0,0,1,0
3349,3438,m3m sky lofts,1.0,sector 71,11500.0,870.0,flat,Built Up area: 869 (80.73 sq.m.)Carpet area: 435 sq.ft. (40.41 sq.m.),,869.0,435.0,1.0,1.0,1 ,9.0,,undefined,0,0,0,0,0,1,77
3350,3439,,2.25,sector 103,6367.0,3533.8463954766767,house,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),,3534.0,2000.0,3.0,5.0,3+ ,10.0,South,undefined,0,0,0,0,0,1,0
3351,3440,pareena mi casa,1.0,sector 68,8163.0,1225.0,flat,Carpet area: 1225 (113.81 sq.m.),,,1225.0,2.0,2.0,2 ,16.0,,new Property,1,0,0,0,0,1,65
3352,3441,,9.0,sector 28,27778.0,3239.9740802073584,house,Plot area 360(301.01 sq.m.),,3240.0,,6.0,7.0,3+ ,3.0,North,moderately old,1,1,1,0,1,1,67
3353,3442,lotus homz,0.5,sector 111,14838.0,337.0,flat,Carpet area: 336.96 (31.3 sq.m.),,,336.96,1.0,1.0,1 ,2.0,,relatively new,0,0,0,0,0,2,72
3354,3443,signature global city 92,0.75,sector 92,7820.0,959.079283887468,house,Built Up area: 959 (89.09 sq.m.),,959.0,,2.0,2.0,3 ,1.0,,undefined,0,0,0,0,0,1,46
3355,3444,bestech park view residency,0.95,sector 2,6709.0,1416.0,flat,Carpet area: 1416 (131.55 sq.m.),,,1416.0,2.0,2.0,3 ,10.0,North-East,old property,0,0,0,0,0,0,88
3356,3445,,11.95,sector 56,43534.0,2744.980934442045,house,Plot area 305(255.02 sq.m.),,2745.0,,12.0,12.0,3+ ,4.0,West,relatively new,1,0,0,0,0,0,21
3357,3446,ambience creacions,3.99,sector 22,12912.0,3090.0,flat,Super Built up area 3090(287.07 sq.m.),3089.992773,,,3.0,5.0,3+ ,3.0,,new Property,1,0,0,0,0,2,102
3358,3447,emaar mgf emerald floors premier,2.35,sector 65,14242.0,1650.0,flat,Built Up area: 1650 (153.29 sq.m.),,1650.0,,3.0,3.0,2 ,4.0,East,relatively new,1,0,1,0,0,1,165
3359,3448,godrej,2.0,sector 79,8453.0,2366.0,flat,Carpet area: 2366 (219.81 sq.m.),,,2366.0,3.0,4.0,3+ ,2.0,North-East,relatively new,1,0,0,0,0,0,156
3360,3449,tulip violet,1.68,sector 69,8358.0,2010.0,flat,Super Built up area 2010(186.74 sq.m.),2010.050686,,,4.0,4.0,2 ,7.0,North,relatively new,0,0,0,0,0,1,127
3361,3450,vipul tatvam villa,7.69,sector 48,24069.0,3194.981096015622,house,Plot area 355(296.83 sq.m.),,3195.0,,4.0,5.0,3 ,2.0,North-West,moderately old,1,1,1,0,1,0,110
3362,3451,,8.0,sector 7,22222.0,3600.0360003600035,house,Plot area 400(334.45 sq.m.),,3600.0,,4.0,5.0,3+ ,1.0,North-East,old property,1,1,1,0,0,1,31
